Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Late_delivery_risk,Category Id,Customer Id,Customer Zipcode,Department Id,Latitude,Longitude,Order Customer Id,Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Status,Product Card Id,Product Category Id,Product Price
84,2,4,12.75,75,0,24,8498,77520,5,29.73701477,-94.96875763,8498,60361,502,25,0.25,151061,50,0.170000002,2,100,75,12.75,80,502,24,50
84,6,4,19,63.34000015,1,37,9162,95240,6,38.11602402,-121.3637238,9162,8470,825,0.639999986,0.01,21145,31.98999977,0.300000012,2,63.97999954,63.34000015,19,80,825,37,31.98999977
84,3,4,13.69999981,47.22999954,0,40,8925,33055,6,25.89801979,-80.24020386,8925,5712,905,2.75,0.059999999,14229,24.98999977,0.289999992,2,49.97999954,47.22999954,13.69999981,80,905,40,24.98999977
84,5,4,15.82999992,35.97999954,1,36,5981,55337,6,44.77007294,-93.28409576,5981,9309,804,4,0.100000001,23226,19.98999977,0.439999998,2,39.97999954,35.97999954,15.82999992,80,804,36,19.98999977
84,6,4,26.44000053,84.45999908,1,37,7347,11746,6,40.85692978,-73.39674377,7347,8095,822,11.52000046,0.119999997,20211,47.99000168,0.310000002,2,95.98000336,84.45999908,26.44000053,80,822,37,47.99000168
84,3,4,-45.88999939,262.2000122,0,73,19445,725,2,18.29136658,-66.03705597,19445,75892,1360,65.55000305,0.200000003,179207,327.75,-0.180000007,1,327.75,262.2000122,-45.88999939,80,1360,73,327.75
68,2,4,103.2399979,245.8099976,0,73,19444,94087,2,37.34466934,-122.0356674,19444,75891,1360,81.94000244,0.25,179206,327.75,0.419999987,1,327.75,245.8099976,103.2399979,67,1360,73,327.75
68,6,2,81.94000244,327.75,1,73,19443,77478,2,29.60960579,-95.61593628,19443,75890,1360,0,0,179205,327.75,0.25,1,327.75,327.75,81.94000244,67,1360,73,327.75
68,5,4,24.34000015,324.4700012,1,73,19442,725,2,18.26264191,-66.03705597,19442,75889,1360,3.279999971,0.01,179204,327.75,0.079999998,1,327.75,324.4700012,24.34000015,67,1360,73,327.75
80,4,4,-36.29999924,321.2000122,0,73,19441,2135,2,42.34962845,-71.15328217,19441,75888,1360,6.559999943,0.02,179203,327.75,-0.109999999,1,327.75,321.2000122,-36.29999924,80,1360,73,327.75
68,3,4,111.2699966,317.9200134,0,73,19440,725,2,18.25866509,-66.03705597,19440,75887,1360,9.829999924,0.029999999,179202,327.75,0.349999994,1,327.75,317.9200134,111.2699966,67,1360,73,327.75
84,2,4,114.2099991,314.6400146,0,73,19439,92840,2,33.77395248,-117.9618988,19439,75886,1360,13.10999966,0.039999999,179201,327.75,0.360000014,1,327.75,314.6400146,114.2099991,67,1360,73,327.75
80,6,2,-71.30000305,311.3599854,1,73,19438,725,2,18.21509743,-66.0370636,19438,75885,1360,16.38999939,0.050000001,179200,327.75,-0.230000004,1,327.75,311.3599854,-71.30000305,80,1360,73,327.75
84,5,4,37.16999817,309.7200012,1,73,19437,58501,2,46.81184387,-100.7877197,19437,75884,1360,18.03000069,0.059999999,179199,327.75,0.119999997,1,327.75,309.7200012,37.16999817,80,1360,73,327.75
68,2,1,146.3099976,304.8099976,1,73,19436,725,2,18.20598602,-66.03705597,19436,75883,1360,22.94000053,0.07,179198,327.75,0.479999989,1,327.75,304.8099976,146.3099976,67,1360,73,327.75
84,3,4,74.55999756,298.25,0,73,19435,20878,2,39.14162064,-77.2270813,19435,75882,1360,29.5,0.090000004,179197,327.75,0.25,1,327.75,298.25,74.55999756,80,1360,73,327.75
68,2,4,59,294.980011,0,73,19434,725,2,18.20355415,-66.03705597,19434,75881,1360,32.77999878,0.100000001,179196,327.75,0.200000003,1,327.75,294.980011,59,67,1360,73,327.75
68,6,4,83.63999939,288.4200134,1,73,19433,58501,2,46.81184387,-100.7877197,19433,75880,1360,39.33000183,0.119999997,179195,327.75,0.289999992,1,327.75,288.4200134,83.63999939,67,1360,73,327.75
84,5,4,136.8699951,285.1400146,1,73,19432,96817,2,21.32156754,-157.8721771,19432,75879,1360,42.61000061,0.129999995,179194,327.75,0.479999989,1,327.75,285.1400146,136.8699951,80,1360,73,327.75
68,4,4,20.88999939,278.5899963,0,73,19431,30047,2,33.90219879,-84.15373993,19431,75878,1360,49.15999985,0.150000006,179193,327.75,0.079999998,1,327.75,278.5899963,20.88999939,67,1360,73,327.75
84,3,4,-55.06000137,275.3099976,0,73,19430,725,2,18.21857071,-66.03705597,19430,75877,1360,52.43999863,0.159999996,179192,327.75,-0.200000003,1,327.75,275.3099976,-55.06000137,80,1360,73,327.75
84,2,4,36.18000031,272.0299988,0,73,19429,23455,2,36.91083145,-76.12958527,19429,75876,1360,55.72000122,0.170000002,179191,327.75,0.129999995,1,327.75,272.0299988,36.18000031,80,1360,73,327.75
80,6,2,131.6900024,268.7600098,1,73,19428,91702,2,34.13932037,-117.9074402,19428,75875,1360,59,0.180000007,179190,327.75,0.49000001,1,327.75,268.7600098,131.6900024,80,1360,73,327.75
80,5,4,91.76999664,262.2000122,1,73,19427,90813,2,33.78245163,-118.1922455,19427,75874,1360,65.55000305,0.200000003,179189,327.75,0.349999994,1,327.75,262.2000122,91.76999664,80,1360,73,327.75
84,4,4,-163.9600067,245.8099976,0,73,19426,10458,2,40.86618042,-73.87023926,19426,75873,1360,81.94000244,0.25,179188,327.75,-0.670000017,1,327.75,245.8099976,-163.9600067,80,1360,73,327.75
84,3,4,144.2100067,327.75,0,73,19425,725,2,18.27690888,-66.03705597,19425,75872,1360,0,0,179187,327.75,0.439999998,1,327.75,327.75,144.2100067,80,1360,73,327.75
68,2,1,32.45000076,324.4700012,1,73,19424,84604,2,40.3957901,-111.5488815,19424,75871,1360,3.279999971,0.01,179186,327.75,0.100000001,1,327.75,324.4700012,32.45000076,67,1360,73,327.75
68,2,1,93.15000153,321.2000122,1,73,19423,38401,2,35.56920242,-87.08045197,19423,75870,1360,6.559999943,0.02,179185,327.75,0.289999992,1,327.75,321.2000122,93.15000153,67,1360,73,327.75
68,2,1,79.48000336,317.9200134,1,73,19422,725,2,18.25554657,-66.03705597,19422,75869,1360,9.829999924,0.029999999,179184,327.75,0.25,1,327.75,317.9200134,79.48000336,67,1360,73,327.75
84,2,1,100.6800003,314.6400146,1,73,19421,95207,2,37.92684937,-121.3893127,19421,75868,1360,13.10999966,0.039999999,179183,327.75,0.319999993,1,327.75,314.6400146,100.6800003,80,1360,73,327.75
84,0,0,149.4499969,311.3599854,0,73,19420,30062,2,34.02061462,-84.42745972,19420,75867,1360,16.38999939,0.050000001,179182,327.75,0.479999989,1,327.75,311.3599854,149.4499969,80,1360,73,327.75
80,0,0,80.52999878,309.7200012,0,73,19419,725,2,18.23998261,-66.03705597,19419,75866,1360,18.03000069,0.059999999,179181,327.75,0.25999999,1,327.75,309.7200012,80.52999878,80,1360,73,327.75
67,0,0,-34.75,304.8099976,0,73,19418,49423,2,42.83187103,-86.07852173,19418,75865,1360,22.94000053,0.07,179180,327.75,-0.109999999,1,327.75,304.8099976,-34.75,67,1360,73,327.75
84,5,4,146.1399994,298.25,1,73,19417,745,2,42.25645828,-83.41688538,19417,75864,1360,29.5,0.090000004,179179,327.75,0.49000001,1,327.75,298.25,146.1399994,80,1360,73,327.75
80,4,4,22.12000084,294.980011,0,73,19416,11212,2,40.66080093,-73.92007446,19416,75863,1360,32.77999878,0.100000001,179178,327.75,0.079999998,1,327.75,294.980011,22.12000084,80,1360,73,327.75
84,3,4,-447.0499878,288.4200134,0,73,19415,725,2,18.2498951,-66.0370636,19415,75862,1360,39.33000183,0.119999997,179177,327.75,-1.549999952,1,327.75,288.4200134,-447.0499878,80,1360,73,327.75
68,2,4,106.9300003,285.1400146,0,73,19414,80219,2,39.68975067,-105.0245895,19414,75861,1360,42.61000061,0.129999995,179176,327.75,0.379999995,1,327.75,285.1400146,106.9300003,67,1360,73,327.75
68,6,4,-459.6700134,278.5899963,1,73,19413,48180,2,42.52365494,-85.69445801,19413,75860,1360,49.15999985,0.150000006,179175,327.75,-1.649999976,1,327.75,278.5899963,-459.6700134,67,1360,73,327.75
84,5,4,-61.93999863,275.3099976,0,73,19412,725,2,18.29883003,-66.0370636,19412,75859,1360,52.43999863,0.159999996,179174,327.75,-0.230000004,1,327.75,275.3099976,-61.93999863,83,1360,73,327.75
68,4,2,111.5299988,272.0299988,1,73,19411,60637,2,41.7828064,-87.61464691,19411,75858,1360,55.72000122,0.170000002,179173,327.75,0.409999996,1,327.75,272.0299988,111.5299988,67,1360,73,327.75
68,3,4,131.6900024,268.7600098,0,73,19410,725,2,18.29244614,-66.0370636,19410,75857,1360,59,0.180000007,179172,327.75,0.49000001,1,327.75,268.7600098,131.6900024,67,1360,73,327.75
68,2,2,85.22000122,262.2000122,0,73,19409,48205,2,42.40109634,-82.92513275,19409,75856,1360,65.55000305,0.200000003,179171,327.75,0.330000013,1,327.75,262.2000122,85.22000122,79,1360,73,327.75
80,2,1,63.90999985,245.8099976,1,73,19408,725,2,18.20002747,-66.03704834,19408,75855,1360,81.94000244,0.25,179170,327.75,0.25999999,1,327.75,245.8099976,63.90999985,80,1360,73,327.75
68,5,2,-273.019989,327.75,1,73,19407,37130,2,36.04489517,-86.35327148,19407,75854,1360,0,0,179169,327.75,-0.829999983,1,327.75,327.75,-273.019989,67,1360,73,327.75
80,4,2,-259.5799866,324.4700012,1,73,19406,725,2,18.23353386,-66.0370636,19406,75853,1360,3.279999971,0.01,179168,327.75,-0.800000012,1,327.75,324.4700012,-259.5799866,80,1360,73,327.75
68,3,4,20.23999977,321.2000122,0,73,19405,44102,2,41.47214127,-81.73681641,19405,75852,1360,6.559999943,0.02,179167,327.75,0.059999999,1,327.75,321.2000122,20.23999977,67,1360,73,327.75
84,2,4,111.2699966,317.9200134,0,73,19404,725,2,18.28108215,-66.03705597,19404,75851,1360,9.829999924,0.029999999,179166,327.75,0.349999994,1,327.75,317.9200134,111.2699966,80,1360,73,327.75
68,6,4,0,314.6400146,1,73,19403,14094,2,43.16891098,-78.69216156,19403,75850,1360,13.10999966,0.039999999,179165,327.75,0,1,327.75,314.6400146,0,67,1360,73,327.75
80,5,4,97.45999908,311.3599854,1,73,19402,725,2,18.20433235,-66.03705597,19402,75849,1360,16.38999939,0.050000001,179164,327.75,0.310000002,1,327.75,311.3599854,97.45999908,80,1360,73,327.75
80,4,2,89.8199997,309.7200012,1,73,19401,63301,2,38.77838135,-90.50777435,19401,75848,1360,18.03000069,0.059999999,179163,327.75,0.289999992,1,327.75,309.7200012,89.8199997,80,1360,73,327.75
84,3,2,85.34999847,304.8099976,0,73,19400,90046,2,34.09960938,-118.3507385,19400,75847,1360,22.94000053,0.07,179162,327.75,0.280000001,1,327.75,304.8099976,85.34999847,83,1360,73,327.75
84,2,4,125.2699966,298.25,0,73,19399,95014,2,37.32138825,-122.0307388,19399,75846,1360,29.5,0.090000004,179161,327.75,0.419999987,1,327.75,298.25,125.2699966,80,1360,73,327.75
80,6,4,91.44000244,294.980011,1,73,19398,725,2,18.23747444,-66.0370636,19398,75845,1360,32.77999878,0.100000001,179160,327.75,0.310000002,1,327.75,294.980011,91.44000244,80,1360,73,327.75
84,5,4,77.87000275,288.4200134,1,73,19397,65807,2,37.15639114,-93.28601074,19397,75844,1360,39.33000183,0.119999997,179159,327.75,0.270000011,1,327.75,288.4200134,77.87000275,80,1360,73,327.75
80,4,2,82.69000244,285.1400146,1,73,19396,725,2,18.28423882,-66.03704834,19396,75843,1360,42.61000061,0.129999995,179158,327.75,0.289999992,1,327.75,285.1400146,82.69000244,80,1360,73,327.75
84,3,4,69.65000153,278.5899963,0,73,19395,92692,2,33.64875412,-117.6374283,19395,75842,1360,49.15999985,0.150000006,179157,327.75,0.25,1,327.75,278.5899963,69.65000153,80,1360,73,327.75
68,2,4,134.8999939,275.3099976,0,73,19394,90042,2,34.11436462,-118.192482,19394,75841,1360,52.43999863,0.159999996,179156,327.75,0.49000001,1,327.75,275.3099976,134.8999939,67,1360,73,327.75
67,6,2,-199.3999939,272.0299988,1,73,19393,725,2,18.23448372,-66.0370636,19393,75840,1360,55.72000122,0.170000002,179155,327.75,-0.730000019,1,327.75,272.0299988,-199.3999939,67,1360,73,327.75
84,5,2,-215,268.7600098,1,73,19392,30075,2,34.0256691,-84.35742188,19392,75839,1360,59,0.180000007,179154,327.75,-0.800000012,1,327.75,268.7600098,-215,80,1360,73,327.75
80,2,1,82.0699997,262.2000122,1,73,19391,725,2,18.2726593,-66.03705597,19391,75838,1360,65.55000305,0.200000003,179153,327.75,0.310000002,1,327.75,262.2000122,82.0699997,80,1360,73,327.75
67,2,1,76.94000244,245.8099976,1,73,19390,48197,2,42.24398804,-83.61991119,19390,75837,1360,81.94000244,0.25,179152,327.75,0.310000002,1,327.75,245.8099976,76.94000244,67,1360,73,327.75
67,2,2,-540.789978,327.75,0,73,19389,11218,2,40.64059448,-73.97518921,19389,75836,1360,0,0,179151,327.75,-1.649999976,1,327.75,327.75,-540.789978,67,1360,73,327.75
68,6,2,-146.0099945,324.4700012,1,73,19388,725,2,18.28867149,-66.0370636,19388,75835,1360,3.279999971,0.01,179150,327.75,-0.449999988,1,327.75,324.4700012,-146.0099945,67,1360,73,327.75
80,5,2,93.15000153,321.2000122,1,73,19387,85345,2,33.57873154,-112.266098,19387,75834,1360,6.559999943,0.02,179149,327.75,0.289999992,1,327.75,321.2000122,93.15000153,80,1360,73,327.75
68,2,1,149.4199982,317.9200134,1,73,19386,725,2,18.20901108,-66.03705597,19386,75833,1360,9.829999924,0.029999999,179148,327.75,0.469999999,1,327.75,317.9200134,149.4199982,67,1360,73,327.75
67,2,1,31.45999908,314.6400146,1,73,19385,92843,2,33.76652145,-117.9461899,19385,75832,1360,13.10999966,0.039999999,179147,327.75,0.100000001,1,327.75,314.6400146,31.45999908,67,1360,73,327.75
80,2,1,0,311.3599854,1,73,19384,725,2,18.29984283,-66.03705597,19384,75831,1360,16.38999939,0.050000001,179146,327.75,0,1,327.75,311.3599854,0,80,1360,73,327.75
80,6,4,151.7599945,309.7200012,1,73,19383,8021,2,39.81664658,-74.98467255,19383,75830,1360,18.03000069,0.059999999,179145,327.75,0.49000001,1,327.75,309.7200012,151.7599945,80,1360,73,327.75
80,5,4,146.3099976,304.8099976,1,73,19382,38127,2,35.28209686,-89.97310638,19382,75829,1360,22.94000053,0.07,179144,327.75,0.479999989,1,327.75,304.8099976,146.3099976,80,1360,73,327.75
68,4,4,20.87999916,298.25,0,73,19381,37013,2,36.0810051,-86.6870575,19381,75828,1360,29.5,0.090000004,179143,327.75,0.07,1,327.75,298.25,20.87999916,79,1360,73,327.75
68,3,4,95.87000275,294.980011,0,73,19380,725,2,18.27984047,-66.03704834,19380,75827,1360,32.77999878,0.100000001,179142,327.75,0.330000013,1,327.75,294.980011,95.87000275,67,1360,73,327.75
67,2,4,135.5599976,288.4200134,0,73,19379,84118,2,40.65987396,-112.0028687,19379,75826,1360,39.33000183,0.119999997,179141,327.75,0.469999999,1,327.75,288.4200134,135.5599976,67,1360,73,327.75
68,6,4,74.13999939,285.1400146,1,73,19378,725,2,18.25708389,-66.03704834,19378,75825,1360,42.61000061,0.129999995,179140,327.75,0.25999999,1,327.75,285.1400146,74.13999939,67,1360,73,327.75
67,5,4,78,278.5899963,1,73,19377,93304,2,35.36254501,-119.0186996,19377,75824,1360,49.15999985,0.150000006,179139,327.75,0.280000001,1,327.75,278.5899963,78,67,1360,73,327.75
84,4,4,-183.6300049,275.3099976,0,73,19376,725,2,18.21950722,-66.03704834,19376,75823,1360,52.43999863,0.159999996,179138,327.75,-0.670000017,1,327.75,275.3099976,-183.6300049,80,1360,73,327.75
68,3,4,98.75,272.0299988,0,73,19375,91344,2,34.07363892,-117.7083511,19375,75822,1360,55.72000122,0.170000002,179137,327.75,0.360000014,1,327.75,272.0299988,98.75,67,1360,73,327.75
68,2,4,26.87999916,268.7600098,0,73,19374,725,2,18.25214958,-66.03705597,19374,75821,1360,59,0.180000007,179136,327.75,0.100000001,1,327.75,268.7600098,26.87999916,67,1360,73,327.75
68,6,4,91.76999664,262.2000122,1,73,19373,32308,2,30.49506187,-84.24580383,19373,75820,1360,65.55000305,0.200000003,179135,327.75,0.349999994,1,327.75,262.2000122,91.76999664,67,1360,73,327.75
68,5,4,-180.1799927,245.8099976,1,73,19372,725,2,18.2536087,-66.0370636,19372,75819,1360,81.94000244,0.25,179134,327.75,-0.730000019,1,327.75,245.8099976,-180.1799927,67,1360,73,327.75
84,4,4,-251.3800049,327.75,0,73,19371,11550,2,40.68703461,-73.62446594,19371,75818,1360,0,0,179133,327.75,-0.769999981,1,327.75,327.75,-251.3800049,80,1360,73,327.75
67,3,4,-237.8399963,324.4700012,0,73,19370,725,2,18.26331902,-66.03705597,19370,75817,1360,3.279999971,0.01,179132,327.75,-0.730000019,1,327.75,324.4700012,-237.8399963,67,1360,73,327.75
84,2,4,28.27000046,321.2000122,0,73,19369,11103,2,40.76861954,-73.90949249,19369,75816,1360,6.559999943,0.02,179131,327.75,0.090000004,1,327.75,321.2000122,28.27000046,80,1360,73,327.75
68,6,4,87.43000031,317.9200134,1,73,19368,95020,2,37.01370621,-121.5893478,19368,75815,1360,9.829999924,0.029999999,179130,327.75,0.280000001,1,327.75,317.9200134,87.43000031,67,1360,73,327.75
80,5,4,82.75,314.6400146,1,73,19367,725,2,18.21694946,-66.03705597,19367,75814,1360,13.10999966,0.039999999,179129,327.75,0.25999999,1,327.75,314.6400146,82.75,80,1360,73,327.75
80,4,2,116.7600021,311.3599854,1,73,19366,91702,2,34.13360977,-117.9058914,19366,75813,1360,16.38999939,0.050000001,179128,327.75,0.379999995,1,327.75,311.3599854,116.7600021,80,1360,73,327.75
80,3,2,148.6699982,309.7200012,1,73,19365,725,2,18.28720284,-66.03705597,19365,75812,1360,18.03000069,0.059999999,179127,327.75,0.479999989,1,327.75,309.7200012,148.6699982,80,1360,73,327.75
80,2,1,-72.54000092,304.8099976,1,73,19364,28645,2,36.11019898,-81.52600861,19364,75811,1360,22.94000053,0.07,179126,327.75,-0.239999995,1,327.75,304.8099976,-72.54000092,80,1360,73,327.75
68,6,2,146.1399994,298.25,1,73,19363,43228,2,40.88164902,-81.25228119,19363,75810,1360,29.5,0.090000004,179125,327.75,0.49000001,1,327.75,298.25,146.1399994,79,1360,73,327.75
68,5,2,129.7899933,294.980011,1,73,19362,97321,2,44.63076019,-123.1084366,19362,75809,1360,32.77999878,0.100000001,179124,327.75,0.439999998,1,327.75,294.980011,129.7899933,79,1360,73,327.75
68,4,2,112.4800034,288.4200134,1,73,19361,791,2,18.1501503,-65.82595062,19361,75808,1360,39.33000183,0.119999997,179123,327.75,0.389999986,1,327.75,288.4200134,112.4800034,67,1360,73,327.75
80,1,0,76.98999786,285.1400146,1,73,19360,725,2,18.24564171,-66.03705597,19360,75807,1360,42.61000061,0.129999995,179122,327.75,0.270000011,1,327.75,285.1400146,76.98999786,80,1360,73,327.75
68,1,0,75.22000122,278.5899963,1,73,19359,11757,2,40.68665695,-73.37553406,19359,75806,1360,49.15999985,0.150000006,179121,327.75,0.270000011,1,327.75,278.5899963,75.22000122,67,1360,73,327.75
68,1,0,123.8899994,275.3099976,1,73,19358,44035,2,41.42148209,-82.09407044,19358,75805,1360,52.43999863,0.159999996,179120,327.75,0.449999988,1,327.75,275.3099976,123.8899994,67,1360,73,327.75
68,1,0,133.3000031,272.0299988,1,73,19357,725,2,18.20097351,-66.03704834,19357,75804,1360,55.72000122,0.170000002,179119,327.75,0.49000001,1,327.75,272.0299988,133.3000031,67,1360,73,327.75
67,1,0,90.83999634,268.7600098,1,73,19356,92504,2,33.93642426,-117.4205856,19356,75803,1360,59,0.180000007,179118,327.75,0.340000004,1,327.75,268.7600098,90.83999634,67,1360,73,327.75
84,1,0,-43.79000092,262.2000122,0,73,19355,725,2,18.29039574,-66.03705597,19355,75802,1360,65.55000305,0.200000003,179117,327.75,-0.170000002,1,327.75,262.2000122,-43.79000092,83,1360,73,327.75
68,1,0,92.18000031,245.8099976,1,73,19354,90745,2,33.83179474,-118.261322,19354,75801,1360,81.94000244,0.25,179116,327.75,0.379999995,1,327.75,245.8099976,92.18000031,67,1360,73,327.75
68,6,4,40.97000122,327.75,1,73,19353,85204,2,33.41001129,-111.7717972,19353,75800,1360,0,0,179115,327.75,0.129999995,1,327.75,327.75,40.97000122,67,1360,73,327.75
68,5,4,45.43000031,324.4700012,1,73,19352,725,2,18.26308632,-66.03705597,19352,75799,1360,3.279999971,0.01,179114,327.75,0.140000001,1,327.75,324.4700012,45.43000031,67,1360,73,327.75
84,4,4,144.5399933,321.2000122,0,73,19351,96818,2,21.343153,-157.906601,19351,75798,1360,6.559999943,0.02,179113,327.75,0.449999988,1,327.75,321.2000122,144.5399933,80,1360,73,327.75
84,3,4,31.79000092,317.9200134,0,73,19350,725,2,18.26687813,-66.03705597,19350,75797,1360,9.829999924,0.029999999,179112,327.75,0.100000001,1,327.75,317.9200134,31.79000092,80,1360,73,327.75
80,6,2,57.59999847,120,1,24,8707,725,5,18.23131371,-66.37062836,8707,5895,502,30,0.200000003,14667,50,0.479999989,3,150,120,57.59999847,80,502,24,50
80,6,2,12.71000004,112.5,1,24,12069,725,5,18.22298622,-66.37062836,12069,3130,502,37.5,0.25,7792,50,0.109999999,3,150,112.5,12.71000004,80,502,24,50
80,2,2,95.62000275,254.9700012,0,9,9597,725,3,18.24115372,-66.37056732,9597,49521,191,45,0.150000006,123770,99.98999786,0.379999995,3,299.9700012,254.9700012,95.62000275,80,191,9,99.98999786
80,6,2,35.33000183,113.9700012,1,29,9702,725,5,18.27383804,-66.37063599,9702,30305,627,6,0.050000001,75732,39.99000168,0.310000002,3,119.9700012,113.9700012,35.33000183,80,627,29,39.99000168
80,5,2,-19.12000084,254.9700012,1,9,1362,725,3,18.29496765,-66.37050629,1362,50054,191,45,0.150000006,125134,99.98999786,-0.079999998,3,299.9700012,254.9700012,-19.12000084,80,191,9,99.98999786
80,3,2,28.51000023,178.1699982,1,17,9467,725,4,18.24503517,-66.3706131,9467,27772,365,1.799999952,0.01,69517,59.99000168,0.159999996,3,179.9700012,178.1699982,28.51000023,80,365,17,59.99000168
80,3,2,12.96000004,172.7700043,1,17,9114,725,4,18.2848053,-66.37059021,9114,47752,365,7.199999809,0.039999999,119406,59.99000168,0.079999998,3,179.9700012,172.7700043,12.96000004,80,365,17,59.99000168
80,2,2,36.22999954,170.0700073,0,17,2546,725,4,18.20116615,-66.37051392,2546,31296,365,9.899999619,0.059999999,78230,59.99000168,0.209999993,3,179.9700012,170.0700073,36.22999954,80,365,17,59.99000168
80,2,2,6.21999979,163.7700043,0,17,2240,725,4,18.28177071,-66.3705368,2240,22076,365,16.20000076,0.090000004,55227,59.99000168,0.039999999,3,179.9700012,163.7700043,6.21999979,80,365,17,59.99000168
80,6,2,-102.0299988,152.9700012,1,17,11650,725,4,18.22202492,-66.37055969,11650,25665,365,27,0.150000006,64279,59.99000168,-0.670000017,3,179.9700012,152.9700012,-102.0299988,80,365,17,59.99000168
80,2,2,64.5,150,0,24,2546,725,5,18.20116615,-66.37051392,2546,31296,502,0,0,78229,50,0.430000007,3,150,150,64.5,80,502,24,50
80,5,2,44.15000153,95.98000336,1,29,10368,725,5,18.21871948,-66.37054443,10368,22819,627,23.98999977,0.200000003,57115,39.99000168,0.460000008,3,119.9700012,95.98000336,44.15000153,80,627,29,39.99000168
80,5,2,-4.110000134,65.30999756,1,41,6489,725,6,18.25518417,-66.3706131,6489,27099,917,0.660000026,0.01,67904,21.98999977,-0.059999999,3,65.97000122,65.30999756,-4.110000134,80,917,41,21.98999977
80,3,2,-57.56000137,35.97999954,1,41,10533,725,6,18.29124832,-66.37056732,10533,28292,924,11.98999977,0.25,70772,15.98999977,-1.600000024,3,47.97000122,35.97999954,-57.56000137,80,924,41,15.98999977
80,5,2,28.18000031,156.5700073,1,17,11292,725,4,18.23452568,-66.37062073,11292,39159,365,23.39999962,0.129999995,97738,59.99000168,0.180000007,3,179.9700012,156.5700073,28.18000031,80,365,17,59.99000168
80,6,2,34.41999817,114.7200012,1,6,7864,725,2,18.28279495,-66.37055969,7864,32090,116,20.25,0.150000006,80251,44.99000168,0.300000012,3,134.9700012,114.7200012,34.41999817,80,116,6,44.99000168
80,2,2,-215.4799957,293.9700012,0,9,47,725,3,18.22754669,-66.04360199,47,34631,191,6,0.02,86490,99.98999786,-0.730000019,3,299.9700012,293.9700012,-215.4799957,80,191,9,99.98999786
80,5,2,72.52999878,278.9700012,1,9,6405,725,3,18.28764534,-66.3706131,6405,37669,191,21,0.07,94024,99.98999786,0.25999999,3,299.9700012,278.9700012,72.52999878,80,191,9,99.98999786
80,5,2,53.54000092,152.9700012,1,17,6405,725,4,18.28764534,-66.3706131,6405,37669,365,27,0.150000006,94022,59.99000168,0.349999994,3,179.9700012,152.9700012,53.54000092,80,365,17,59.99000168
80,4,2,66.93000031,145.5,1,24,11169,725,5,18.27466202,-66.37058258,11169,34773,502,4.5,0.029999999,86867,50,0.460000008,3,150,145.5,66.93000031,80,502,24,50
80,6,2,13.94999981,139.5,1,24,2426,725,5,18.23387528,-66.3705368,2426,40085,502,10.5,0.07,100038,50,0.100000001,3,150,139.5,13.94999981,80,502,24,50
80,3,2,59.13000107,335.9700012,1,9,8133,725,3,18.2833519,-66.37052155,8133,47262,191,63.99000168,0.159999996,118161,99.98999786,0.180000007,4,399.9599915,335.9700012,59.13000107,80,191,9,99.98999786
80,2,2,42.99000168,122.8399963,0,37,1429,725,6,18.2248497,-66.37051392,1429,44771,835,5.119999886,0.039999999,111824,31.98999977,0.349999994,4,127.9599991,122.8399963,42.99000168,80,835,37,31.98999977
80,6,2,138.5899963,395.9599915,1,9,9120,725,3,18.26249504,-66.3705368,9120,13890,191,4,0.01,34783,99.98999786,0.349999994,4,399.9599915,395.9599915,138.5899963,80,191,9,99.98999786
80,2,2,0,126.6800003,0,13,12221,725,3,18.23684692,-66.37060547,12221,17071,276,1.279999971,0.01,42688,31.98999977,0,4,127.9599991,126.6800003,0,80,276,13,31.98999977
80,2,2,141.1100006,391.9599915,0,9,9415,725,3,18.24496269,-66.37059021,9415,11321,191,8,0.02,28304,99.98999786,0.360000014,4,399.9599915,391.9599915,141.1100006,80,191,9,99.98999786
80,4,2,77.05000305,227.9600067,1,17,10018,725,4,18.24069786,-66.37055969,10018,64813,365,12,0.050000001,162010,59.99000168,0.340000004,4,239.9600067,227.9600067,77.05000305,80,365,17,59.99000168
80,3,2,58.45000076,201.5700073,1,17,54,725,4,18.02538109,-66.61508179,54,17162,365,38.38999939,0.159999996,42917,59.99000168,0.289999992,4,239.9600067,201.5700073,58.45000076,80,365,17,59.99000168
80,3,2,17.73999977,201.5700073,1,17,542,725,4,18.35921478,-66.07779694,542,12827,365,38.38999939,0.159999996,32070,59.99000168,0.090000004,4,239.9600067,201.5700073,17.73999977,80,365,17,59.99000168
80,2,2,-146.6000061,200,0,24,724,725,5,18.2275734,-66.0435791,724,11936,502,0,0,29833,50,-0.730000019,4,200,200,-146.6000061,80,502,24,50
80,3,2,54.86999893,156.7599945,1,29,8897,725,5,18.20705986,-66.37054443,8897,68337,627,3.200000048,0.02,170841,39.99000168,0.349999994,4,159.9600067,156.7599945,54.86999893,80,627,29,39.99000168
80,2,2,83.59999847,190,0,24,7112,725,5,18.24979973,-66.37058258,7112,45746,502,10,0.050000001,114342,50,0.439999998,4,200,190,83.59999847,80,502,24,50
